"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"57","Portland Snaps Utah's 11-Game Win Streak in All-Star Break Return - https://t.co/5vvMnVjqPF https://t.co/Ki02LIjN5X #nba",FALSE,0,NA,2018-02-24 16:54:08,FALSE,NA,"967442530915663872",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","SportRun",0,FALSE,FALSE,NA,NA
"58","RT @KrisWuBrazil: [#HQ] 160218 | #KrisWu no NBA All-Star Celebrity Game <ed><U+00A0><U+00BC><ed><U+00BF><U+0080>.

#NBA

(Cr.: PrinceKris) https://t.co/2S2q5vZlD9",FALSE,0,NA,2018-02-24 16:17:35,FALSE,NA,"967433332551110656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Park_Kuyeol",80,TRUE,FALSE,NA,NA
"59","RT @KrisWuBrazil: [#HQ] 160218 | #KrisWu no NBA All-Star Celebrity Game <ed><U+00A0><U+00BC><ed><U+00BF><U+0080>.

#NBA

(Cr.: PrinceKris) https://t.co/W3WiS5Bh0u",FALSE,0,NA,2018-02-24 16:17:13,FALSE,NA,"967433240024834049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Park_Kuyeol",74,TRUE,FALSE,NA,NA
"60","RT @KrisWuBrazil: [#VID] 160218 | #KrisWu no NBA All-Star Celebrity Game <ed><U+00A0><U+00BC><ed><U+00BF><U+0080>.

#NBA https://t.co/Nfpt9EOTHl",FALSE,0,NA,2018-02-24 16:17:10,FALSE,NA,"967433228125593601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Park_Kuyeol",61,TRUE,FALSE,NA,NA
"61","Organizing my office and came across this 1990 #NBA all-star roster.  Damn. Most of these dudes are in the Hall of… https://t.co/WjMyb9UHA3",FALSE,0,NA,2018-02-24 16:00:42,TRUE,NA,"967429086053306368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","merlisa",0,FALSE,FALSE,NA,NA
"62","RT @WeberStateMBB: Nice to have an #NBA All-Star in the building. Welcome @Dame_Lillard. #WeAreWeber https://t.co/m4yrn7QE4S",FALSE,0,NA,2018-02-24 15:53:03,FALSE,NA,"967427161773633536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ramirosaavedra",40,TRUE,FALSE,NA,NA
"63","RT @TheEllenShow: I sent one of my all-stars, @DemarjaySmith, to All-Star Weekend. Nice push-ups, @MichaelB4Jordan &amp; @JustinBieber. #NBA ht…",FALSE,0,NA,2018-02-24 15:50:48,FALSE,NA,"967426593713868800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Daydreamroyalty",560,TRUE,FALSE,NA,NA
"64","Portland Snaps Utah's 11-Game Win Streak in All-Star Break Return - https://t.co/zIxRRJxYwj https://t.co/L3jHYtvP07 #nba #news #followus",FALSE,0,NA,2018-02-24 15:35:58,FALSE,NA,"967422862066728961",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","NBACram",0,FALSE,FALSE,NA,NA
"65","Rubio y Ariza regresan de sus lesiones tras el parón del All-Star https://t.co/1duC1Or4gn #NBA",FALSE,0,NA,2018-02-24 15:19:22,FALSE,NA,"967418684468879361",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","FanaticoBasket",0,FALSE,FALSE,NA,NA
"66","Rubio y Ariza regresan de sus lesiones tras el parón del All-Star https://t.co/V7AKhIYQwy #NBA",FALSE,0,NA,2018-02-24 15:13:10,FALSE,NA,"967417123541696513",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","hispanosnba",1,FALSE,FALSE,NA,NA
